"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000141568","HAVANA","gene",NA,NA,"ENSG00000141568","protein_coding","FOXK2","1","HGNC:6036","OTTHUMG00000140374.7"
"ENSG00000141569","HAVANA","gene",NA,NA,"ENSG00000141569","protein_coding","TRIM65","1","HGNC:27316","OTTHUMG00000132127.6"
"ENSG00000141570","HAVANA","gene",NA,NA,"ENSG00000141570","protein_coding","CBX8","2","HGNC:15962","OTTHUMG00000150416.4"
"ENSG00000141574","HAVANA","gene",NA,NA,"ENSG00000141574","protein_coding","SECTM1","2","HGNC:10707","OTTHUMG00000178668.3"
"ENSG00000141576","HAVANA","gene",NA,NA,"ENSG00000141576","protein_coding","RNF157","2","HGNC:29402","OTTHUMG00000132627.6"
"ENSG00000141577","HAVANA","gene",NA,NA,"ENSG00000141577","protein_coding","CEP131","2","HGNC:29511","OTTHUMG00000132728.5"
"ENSG00000141579","HAVANA","gene",NA,NA,"ENSG00000141579","protein_coding","ZNF750","2","HGNC:25843","OTTHUMG00000177822.4"
"ENSG00000141580","HAVANA","gene",NA,NA,"ENSG00000141580","protein_coding","WDR45B","2","HGNC:25072","OTTHUMG00000150146.4"
"ENSG00000141582","HAVANA","gene",NA,NA,"ENSG00000141582","protein_coding","CBX4","2","HGNC:1554","OTTHUMG00000150415.3"
"ENSG00000141622","HAVANA","gene",NA,NA,"ENSG00000141622","protein_coding","RNF165","2","HGNC:31696","OTTHUMG00000179230.5"
"ENSG00000141627","HAVANA","gene",NA,NA,"ENSG00000141627","protein_coding","DYM","1","HGNC:21317","OTTHUMG00000132659.9"
"ENSG00000141639","HAVANA","gene",NA,NA,"ENSG00000141639","protein_coding","MAPK4","1","HGNC:6878","OTTHUMG00000179853.6"
"ENSG00000141642","HAVANA","gene",NA,NA,"ENSG00000141642","protein_coding","ELAC1","2","HGNC:14197","OTTHUMG00000132695.4"
"ENSG00000141644","HAVANA","gene",NA,NA,"ENSG00000141644","protein_coding","MBD1","1","HGNC:6916","OTTHUMG00000132669.8"
"ENSG00000141646","HAVANA","gene",NA,NA,"ENSG00000141646","protein_coding","SMAD4","1","HGNC:6770","OTTHUMG00000132696.11"
"ENSG00000141655","HAVANA","gene",NA,NA,"ENSG00000141655","protein_coding","TNFRSF11A","2","HGNC:11908","OTTHUMG00000132779.4"
"ENSG00000141664","HAVANA","gene",NA,NA,"ENSG00000141664","protein_coding","ZCCHC2","2","HGNC:22916","OTTHUMG00000180165.3"
"ENSG00000141665","HAVANA","gene",NA,NA,"ENSG00000141665","protein_coding","FBXO15","1","HGNC:13617","OTTHUMG00000132842.7"
"ENSG00000141668","HAVANA","gene",NA,NA,"ENSG00000141668","protein_coding","CBLN2","1","HGNC:1544","OTTHUMG00000132825.3"
"ENSG00000141682","HAVANA","gene",NA,NA,"ENSG00000141682","protein_coding","PMAIP1","2","HGNC:9108","OTTHUMG00000132765.2"
"ENSG00000141696","HAVANA","gene",NA,NA,"ENSG00000141696","protein_coding","P3H4","1","HGNC:16946","OTTHUMG00000133501.8"
"ENSG00000141698","HAVANA","gene",NA,NA,"ENSG00000141698","protein_coding","NT5C3B","1","HGNC:28300","OTTHUMG00000133499.10"
"ENSG00000141699","HAVANA","gene",NA,NA,"ENSG00000141699","protein_coding","RETREG3","1","HGNC:27258","OTTHUMG00000180275.3"
"ENSG00000141736","HAVANA","gene",NA,NA,"ENSG00000141736","protein_coding","ERBB2","1","HGNC:3430","OTTHUMG00000179300.3"
"ENSG00000141738","HAVANA","gene",NA,NA,"ENSG00000141738","protein_coding","GRB7","2","HGNC:4567","OTTHUMG00000133253.6"
"ENSG00000141741","HAVANA","gene",NA,NA,"ENSG00000141741","protein_coding","MIEN1","2","HGNC:28230","OTTHUMG00000133252.4"
"ENSG00000141744","HAVANA","gene",NA,NA,"ENSG00000141744","protein_coding","PNMT","1","HGNC:9160","OTTHUMG00000133209.3"
"ENSG00000141750","HAVANA","gene",NA,NA,"ENSG00000141750","protein_coding","STAC2","2","HGNC:23990","OTTHUMG00000179039.3"
"ENSG00000141753","HAVANA","gene",NA,NA,"ENSG00000141753","protein_coding","IGFBP4","2","HGNC:5473","OTTHUMG00000133326.2"
"ENSG00000141756","HAVANA","gene",NA,NA,"ENSG00000141756","protein_coding","FKBP10","1","HGNC:18169","OTTHUMG00000133497.6"
"ENSG00000141759","HAVANA","gene",NA,NA,"ENSG00000141759","protein_coding","TXNL4A","1","HGNC:30551","OTTHUMG00000180376.3"
"ENSG00000141837","HAVANA","gene",NA,NA,"ENSG00000141837","protein_coding","CACNA1A","1","HGNC:1388","OTTHUMG00000044590.18"
"ENSG00000141854","HAVANA","gene",NA,NA,"ENSG00000141854","protein_coding","MISP3","2","HGNC:26963","OTTHUMG00000181994.2"
"ENSG00000141858","HAVANA","gene",NA,NA,"ENSG00000141858","protein_coding","SAMD1","2","HGNC:17958","OTTHUMG00000166628.5"
"ENSG00000141867","HAVANA","gene",NA,NA,"ENSG00000141867","protein_coding","BRD4","2","HGNC:13575","OTTHUMG00000183252.8"
"ENSG00000141873","HAVANA","gene",NA,NA,"ENSG00000141873","protein_coding","SLC39A3","1","HGNC:17128","OTTHUMG00000180440.4"
"ENSG00000141905","HAVANA","gene",NA,NA,"ENSG00000141905","protein_coding","NFIC","2","HGNC:7786","OTTHUMG00000180731.8"
"ENSG00000141933","HAVANA","gene",NA,NA,"ENSG00000141933","protein_coding","TPGS1","2","HGNC:25058","OTTHUMG00000180557.5"
"ENSG00000141934","HAVANA","gene",NA,NA,"ENSG00000141934","protein_coding","PLPP2","1","HGNC:9230","OTTHUMG00000180530.9"
"ENSG00000141956","HAVANA","gene",NA,NA,"ENSG00000141956","protein_coding","PRDM15","2","HGNC:13999","OTTHUMG00000086781.7"
"ENSG00000141959","HAVANA","gene",NA,NA,"ENSG00000141959","protein_coding","PFKL","2","HGNC:8876","OTTHUMG00000086910.3"
"ENSG00000141965","HAVANA","gene",NA,NA,"ENSG00000141965","protein_coding","FEM1A","2","HGNC:16934","OTTHUMG00000182048.3"
"ENSG00000141968","HAVANA","gene",NA,NA,"ENSG00000141968","protein_coding","VAV1","2","HGNC:12657","OTTHUMG00000181965.3"
"ENSG00000141971","HAVANA","gene",NA,NA,"ENSG00000141971","protein_coding","MVB12A","1","HGNC:25153","OTTHUMG00000166252.6"
"ENSG00000141985","HAVANA","gene",NA,NA,"ENSG00000141985","protein_coding","SH3GL1","1","HGNC:10830","OTTHUMG00000181918.3"
"ENSG00000141994","HAVANA","gene",NA,NA,"ENSG00000141994","protein_coding","DUS3L","2","HGNC:26920","OTTHUMG00000162311.5"
"ENSG00000142002","HAVANA","gene",NA,NA,"ENSG00000142002","protein_coding","DPP9","1","HGNC:18648","OTTHUMG00000182040.8"
"ENSG00000142039","HAVANA","gene",NA,NA,"ENSG00000142039","protein_coding","CCDC97","1","HGNC:28289","OTTHUMG00000182722.6"
"ENSG00000142046","HAVANA","gene",NA,NA,"ENSG00000142046","protein_coding","TMEM91","1","HGNC:32393","OTTHUMG00000168127.4"
"ENSG00000142065","HAVANA","gene",NA,NA,"ENSG00000142065","protein_coding","ZFP14","1","HGNC:29312","OTTHUMG00000180675.3"
"ENSG00000142082","HAVANA","gene",NA,NA,"ENSG00000142082","protein_coding","SIRT3","1","HGNC:14931","OTTHUMG00000119074.6"
"ENSG00000142089","HAVANA","gene",NA,NA,"ENSG00000142089","protein_coding","IFITM3","1","HGNC:5414","OTTHUMG00000165542.3"
"ENSG00000142102","HAVANA","gene",NA,NA,"ENSG00000142102","protein_coding","PGGHG","1","HGNC:26210","OTTHUMG00000153218.5"
"ENSG00000142149","HAVANA","gene",NA,NA,"ENSG00000142149","protein_coding","HUNK","2","HGNC:13326","OTTHUMG00000085019.4"
"ENSG00000142156","HAVANA","gene",NA,NA,"ENSG00000142156","protein_coding","COL6A1","2","HGNC:2211","OTTHUMG00000090440.2"
"ENSG00000142166","HAVANA","gene",NA,NA,"ENSG00000142166","protein_coding","IFNAR1","2","HGNC:5432","OTTHUMG00000065126.11"
"ENSG00000142168","HAVANA","gene",NA,NA,"ENSG00000142168","protein_coding","SOD1","2","HGNC:11179","OTTHUMG00000084878.2"
"ENSG00000142173","HAVANA","gene",NA,NA,"ENSG00000142173","protein_coding","COL6A2","2","HGNC:2212","OTTHUMG00000090489.8"
"ENSG00000142178","HAVANA","gene",NA,NA,"ENSG00000142178","protein_coding","SIK1","2","HGNC:11142","OTTHUMG00000086874.3"
"ENSG00000142185","HAVANA","gene",NA,NA,"ENSG00000142185","protein_coding","TRPM2","1","HGNC:12339","OTTHUMG00000040840.5"
"ENSG00000142186","HAVANA","gene",NA,NA,"ENSG00000142186","protein_coding","SCYL1","2","HGNC:14372","OTTHUMG00000166325.6"
"ENSG00000142188","HAVANA","gene",NA,NA,"ENSG00000142188","protein_coding","TMEM50B","2","HGNC:1280","OTTHUMG00000065286.13"
"ENSG00000142192","HAVANA","gene",NA,NA,"ENSG00000142192","protein_coding","APP","1","HGNC:620","OTTHUMG00000078438.11"
"ENSG00000142197","HAVANA","gene",NA,NA,"ENSG00000142197","protein_coding","DOP1B","2","HGNC:1291","OTTHUMG00000086619.4"
"ENSG00000142207","HAVANA","gene",NA,NA,"ENSG00000142207","protein_coding","URB1","1","HGNC:17344","OTTHUMG00000064919.4"
"ENSG00000142208","HAVANA","gene",NA,NA,"ENSG00000142208","protein_coding","AKT1","1","HGNC:391","OTTHUMG00000170795.7"
"ENSG00000142224","HAVANA","gene",NA,NA,"ENSG00000142224","protein_coding","IL19","2","HGNC:5990","OTTHUMG00000036387.6"
"ENSG00000142227","HAVANA","gene",NA,NA,"ENSG00000142227","protein_coding","EMP3","1","HGNC:3335","OTTHUMG00000183196.3"
"ENSG00000142230","HAVANA","gene",NA,NA,"ENSG00000142230","protein_coding","SAE1","1","HGNC:30660","OTTHUMG00000183464.5"
"ENSG00000142233","HAVANA","gene",NA,NA,"ENSG00000142233","protein_coding","NTN5","1","HGNC:25208","OTTHUMG00000183321.2"
"ENSG00000142235","HAVANA","gene",NA,NA,"ENSG00000142235","protein_coding","LMTK3","2","HGNC:19295","OTTHUMG00000183312.5"
"ENSG00000142252","HAVANA","gene",NA,NA,"ENSG00000142252","protein_coding","GEMIN7","2","HGNC:20045","OTTHUMG00000181768.2"
"ENSG00000142273","HAVANA","gene",NA,NA,"ENSG00000142273","protein_coding","CBLC","2","HGNC:15961","OTTHUMG00000150715.5"
"ENSG00000142279","HAVANA","gene",NA,NA,"ENSG00000142279","protein_coding","WTIP","2","HGNC:20964","OTTHUMG00000182099.5"
"ENSG00000142303","HAVANA","gene",NA,NA,"ENSG00000142303","protein_coding","ADAMTS10","1","HGNC:13201","OTTHUMG00000182216.9"
"ENSG00000142319","HAVANA","gene",NA,NA,"ENSG00000142319","protein_coding","SLC6A3","2","HGNC:11049","OTTHUMG00000131016.7"
"ENSG00000142327","HAVANA","gene",NA,NA,"ENSG00000142327","protein_coding","RNPEPL1","1","HGNC:10079","OTTHUMG00000133357.8"
"ENSG00000142330","HAVANA","gene",NA,NA,"ENSG00000142330","protein_coding","CAPN10","1","HGNC:1477","OTTHUMG00000133358.5"
"ENSG00000142347","HAVANA","gene",NA,NA,"ENSG00000142347","protein_coding","MYO1F","2","HGNC:7600","OTTHUMG00000156005.7"
"ENSG00000142396","HAVANA","gene",NA,NA,"ENSG00000142396","protein_coding","ERVK3-1","2","HGNC:30466","OTTHUMG00000150367.8"
"ENSG00000142405","HAVANA","gene",NA,NA,"ENSG00000142405","protein_coding","NLRP12","2","HGNC:22938","OTTHUMG00000060776.4"
"ENSG00000142408","HAVANA","gene",NA,NA,"ENSG00000142408","protein_coding","CACNG8","2","HGNC:13628","OTTHUMG00000064908.3"
"ENSG00000142409","HAVANA","gene",NA,NA,"ENSG00000142409","protein_coding","ZNF787","2","HGNC:26998","OTTHUMG00000181760.6"
"ENSG00000142444","HAVANA","gene",NA,NA,"ENSG00000142444","protein_coding","TIMM29","2","HGNC:25152","OTTHUMG00000180700.2"
"ENSG00000142449","HAVANA","gene",NA,NA,"ENSG00000142449","protein_coding","FBN3","1","HGNC:18794","OTTHUMG00000182462.7"
"ENSG00000142453","HAVANA","gene",NA,NA,"ENSG00000142453","protein_coding","CARM1","2","HGNC:23393","OTTHUMG00000180699.3"
"ENSG00000142459","HAVANA","gene",NA,NA,"ENSG00000142459","protein_coding","EVI5L","2","HGNC:30464","OTTHUMG00000182454.3"
"ENSG00000142494","HAVANA","gene",NA,NA,"ENSG00000142494","protein_coding","SLC47A1","1","HGNC:25588","OTTHUMG00000059466.6"
"ENSG00000142507","HAVANA","gene",NA,NA,"ENSG00000142507","protein_coding","PSMB6","2","HGNC:9543","OTTHUMG00000090777.4"
"ENSG00000142512","HAVANA","gene",NA,NA,"ENSG00000142512","protein_coding","SIGLEC10","1","HGNC:15620","OTTHUMG00000165521.5"
"ENSG00000142513","HAVANA","gene",NA,NA,"ENSG00000142513","protein_coding","ACP4","2","HGNC:14376","OTTHUMG00000182961.2"
"ENSG00000142515","HAVANA","gene",NA,NA,"ENSG00000142515","protein_coding","KLK3","2","HGNC:6364","OTTHUMG00000182867.7"
"ENSG00000142528","HAVANA","gene",NA,NA,"ENSG00000142528","protein_coding","ZNF473","1","HGNC:23239","OTTHUMG00000183054.4"
"ENSG00000142530","HAVANA","gene",NA,NA,"ENSG00000142530","protein_coding","FAM71E1","2","HGNC:25107","OTTHUMG00000183041.4"
"ENSG00000142534","HAVANA","gene",NA,NA,"ENSG00000142534","protein_coding","RPS11","2","HGNC:10384","OTTHUMG00000183156.4"
"ENSG00000142541","HAVANA","gene",NA,NA,"ENSG00000142541","protein_coding","RPL13A","2","HGNC:10304","OTTHUMG00000134289.5"
"ENSG00000142544","HAVANA","gene",NA,NA,"ENSG00000142544","protein_coding","CTU1","2","HGNC:29590","OTTHUMG00000182910.2"
"ENSG00000142546","HAVANA","gene",NA,NA,"ENSG00000142546","protein_coding","NOSIP","2","HGNC:17946","OTTHUMG00000183169.4"
"ENSG00000142549","HAVANA","gene",NA,NA,"ENSG00000142549","protein_coding","IGLON5","2","HGNC:34550","OTTHUMG00000154422.1"
"ENSG00000142552","HAVANA","gene",NA,NA,"ENSG00000142552","protein_coding","RCN3","1","HGNC:21145","OTTHUMG00000183154.3"
"ENSG00000142556","HAVANA","gene",NA,NA,"ENSG00000142556","protein_coding","ZNF614","2","HGNC:24722","OTTHUMG00000182551.3"
"ENSG00000142583","HAVANA","gene",NA,NA,"ENSG00000142583","protein_coding","SLC2A5","2","HGNC:11010","OTTHUMG00000001771.4"
"ENSG00000142599","HAVANA","gene",NA,NA,"ENSG00000142599","protein_coding","RERE","1","HGNC:9965","OTTHUMG00000001765.9"
"ENSG00000142606","HAVANA","gene",NA,NA,"ENSG00000142606","protein_coding","MMEL1","2","HGNC:14668","OTTHUMG00000000846.5"
"ENSG00000142609","HAVANA","gene",NA,NA,"ENSG00000142609","protein_coding","CFAP74","1","HGNC:29368","OTTHUMG00000000945.17"
"ENSG00000142611","HAVANA","gene",NA,NA,"ENSG00000142611","protein_coding","PRDM16","1","HGNC:14000","OTTHUMG00000000581.10"
"ENSG00000142619","HAVANA","gene",NA,NA,"ENSG00000142619","protein_coding","PADI3","2","HGNC:18337","OTTHUMG00000002373.1"
"ENSG00000142621","HAVANA","gene",NA,NA,"ENSG00000142621","protein_coding","FHAD1","1","HGNC:29408","OTTHUMG00000002088.11"
"ENSG00000142623","HAVANA","gene",NA,NA,"ENSG00000142623","protein_coding","PADI1","2","HGNC:18367","OTTHUMG00000002294.5"
"ENSG00000142627","HAVANA","gene",NA,NA,"ENSG00000142627","protein_coding","EPHA2","2","HGNC:3386","OTTHUMG00000009527.3"
"ENSG00000142632","HAVANA","gene",NA,NA,"ENSG00000142632","protein_coding","ARHGEF19","2","HGNC:26604","OTTHUMG00000002219.5"
"ENSG00000142634","HAVANA","gene",NA,NA,"ENSG00000142634","protein_coding","EFHD2","2","HGNC:28670","OTTHUMG00000002254.2"
"ENSG00000142655","HAVANA","gene",NA,NA,"ENSG00000142655","protein_coding","PEX14","2","HGNC:8856","OTTHUMG00000001908.3"
"ENSG00000142657","HAVANA","gene",NA,NA,"ENSG00000142657","protein_coding","PGD","2","HGNC:8891","OTTHUMG00000001905.5"
"ENSG00000142661","HAVANA","gene",NA,NA,"ENSG00000142661","protein_coding","MYOM3","2","HGNC:26679","OTTHUMG00000002969.4"
"ENSG00000142669","HAVANA","gene",NA,NA,"ENSG00000142669","protein_coding","SH3BGRL3","2","HGNC:15568","OTTHUMG00000003381.3"
"ENSG00000142675","HAVANA","gene",NA,NA,"ENSG00000142675","protein_coding","CNKSR1","2","HGNC:19700","OTTHUMG00000007541.5"
"ENSG00000142676","HAVANA","gene",NA,NA,"ENSG00000142676","protein_coding","RPL11","2","HGNC:10301","OTTHUMG00000002926.8"
"ENSG00000142677","HAVANA","gene",NA,NA,"ENSG00000142677","protein_coding","IL22RA1","2","HGNC:13700","OTTHUMG00000003041.2"
"ENSG00000142686","HAVANA","gene",NA,NA,"ENSG00000142686","protein_coding","C1orf216","2","HGNC:26800","OTTHUMG00000004167.4"
"ENSG00000142687","HAVANA","gene",NA,NA,"ENSG00000142687","protein_coding","KIAA0319L","1","HGNC:30071","OTTHUMG00000004370.7"
"ENSG00000142698","HAVANA","gene",NA,NA,"ENSG00000142698","protein_coding","C1orf94","2","HGNC:28250","OTTHUMG00000004012.5"
"ENSG00000142700","HAVANA","gene",NA,NA,"ENSG00000142700","protein_coding","DMRTA2","2","HGNC:13908","OTTHUMG00000007884.4"
"ENSG00000142731","HAVANA","gene",NA,NA,"ENSG00000142731","protein_coding","PLK4","1","HGNC:11397","OTTHUMG00000133301.7"
"ENSG00000142733","HAVANA","gene",NA,NA,"ENSG00000142733","protein_coding","MAP3K6","2","HGNC:6858","OTTHUMG00000004631.11"
"ENSG00000142748","HAVANA","gene",NA,NA,"ENSG00000142748","protein_coding","FCN3","2","HGNC:3625","OTTHUMG00000005722.2"
"ENSG00000142751","HAVANA","gene",NA,NA,"ENSG00000142751","protein_coding","GPN2","2","HGNC:25513","OTTHUMG00000004227.5"
"ENSG00000142765","HAVANA","gene",NA,NA,"ENSG00000142765","protein_coding","SYTL1","2","HGNC:15584","OTTHUMG00000005770.11"
"ENSG00000142784","HAVANA","gene",NA,NA,"ENSG00000142784","protein_coding","WDTC1","2","HGNC:29175","OTTHUMG00000004273.8"
"ENSG00000142794","HAVANA","gene",NA,NA,"ENSG00000142794","protein_coding","NBPF3","2","HGNC:25076","OTTHUMG00000002944.7"
"ENSG00000142798","HAVANA","gene",NA,NA,"ENSG00000142798","protein_coding","HSPG2","2","HGNC:5273","OTTHUMG00000002674.11"
"ENSG00000142856","HAVANA","gene",NA,NA,"ENSG00000142856","protein_coding","ITGB3BP","2","HGNC:6157","OTTHUMG00000013364.12"
"ENSG00000142864","HAVANA","gene",NA,NA,"ENSG00000142864","protein_coding","SERBP1","2","HGNC:17860","OTTHUMG00000009372.3"
"ENSG00000142867","HAVANA","gene",NA,NA,"ENSG00000142867","protein_coding","BCL10","2","HGNC:989","OTTHUMG00000009965.5"
"ENSG00000142871","HAVANA","gene",NA,NA,"ENSG00000142871","protein_coding","CCN1","2","HGNC:2654","OTTHUMG00000010577.2"
"ENSG00000142875","HAVANA","gene",NA,NA,"ENSG00000142875","protein_coding","PRKACB","2","HGNC:9381","OTTHUMG00000009975.4"
"ENSG00000142892","HAVANA","gene",NA,NA,"ENSG00000142892","protein_coding","PIGK","2","HGNC:8965","OTTHUMG00000009686.3"
"ENSG00000142910","HAVANA","gene",NA,NA,"ENSG00000142910","protein_coding","TINAGL1","2","HGNC:19168","OTTHUMG00000003884.2"
"ENSG00000142920","HAVANA","gene",NA,NA,"ENSG00000142920","protein_coding","AZIN2","2","HGNC:29957","OTTHUMG00000004130.6"
"ENSG00000142937","HAVANA","gene",NA,NA,"ENSG00000142937","protein_coding","RPS8","2","HGNC:10441","OTTHUMG00000008494.2"
"ENSG00000142945","HAVANA","gene",NA,NA,"ENSG00000142945","protein_coding","KIF2C","2","HGNC:6393","OTTHUMG00000008416.7"
"ENSG00000142949","HAVANA","gene",NA,NA,"ENSG00000142949","protein_coding","PTPRF","2","HGNC:9670","OTTHUMG00000007501.6"
"ENSG00000142959","HAVANA","gene",NA,NA,"ENSG00000142959","protein_coding","BEST4","2","HGNC:17106","OTTHUMG00000008488.2"
"ENSG00000142961","HAVANA","gene",NA,NA,"ENSG00000142961","protein_coding","MOB3C","2","HGNC:29800","OTTHUMG00000007989.2"
"ENSG00000142973","HAVANA","gene",NA,NA,"ENSG00000142973","protein_coding","CYP4B1","1","HGNC:2644","OTTHUMG00000007984.9"
"ENSG00000143001","HAVANA","gene",NA,NA,"ENSG00000143001","protein_coding","TMEM61","2","HGNC:27296","OTTHUMG00000009991.2"
"ENSG00000143006","HAVANA","gene",NA,NA,"ENSG00000143006","protein_coding","DMRTB1","2","HGNC:13913","OTTHUMG00000008080.1"
"ENSG00000143013","HAVANA","gene",NA,NA,"ENSG00000143013","protein_coding","LMO4","2","HGNC:6644","OTTHUMG00000010248.3"
"ENSG00000143028","HAVANA","gene",NA,NA,"ENSG00000143028","protein_coding","SYPL2","2","HGNC:27638","OTTHUMG00000010969.2"
"ENSG00000143032","HAVANA","gene",NA,NA,"ENSG00000143032","protein_coding","BARHL2","2","HGNC:954","OTTHUMG00000010020.3"
"ENSG00000143033","HAVANA","gene",NA,NA,"ENSG00000143033","protein_coding","MTF2","2","HGNC:29535","OTTHUMG00000010161.8"
"ENSG00000143036","HAVANA","gene",NA,NA,"ENSG00000143036","protein_coding","SLC44A3","1","HGNC:28689","OTTHUMG00000010700.7"
"ENSG00000143061","HAVANA","gene",NA,NA,"ENSG00000143061","protein_coding","IGSF3","2","HGNC:5950","OTTHUMG00000022751.4"
"ENSG00000143067","HAVANA","gene",NA,NA,"ENSG00000143067","protein_coding","ZNF697","2","HGNC:32034","OTTHUMG00000012962.4"
"ENSG00000143079","HAVANA","gene",NA,NA,"ENSG00000143079","protein_coding","CTTNBP2NL","2","HGNC:25330","OTTHUMG00000011154.5"
"ENSG00000143093","HAVANA","gene",NA,NA,"ENSG00000143093","protein_coding","STRIP1","2","HGNC:25916","OTTHUMG00000170607.3"
"ENSG00000143106","HAVANA","gene",NA,NA,"ENSG00000143106","protein_coding","PSMA5","2","HGNC:9534","OTTHUMG00000012001.3"
"ENSG00000143110","HAVANA","gene",NA,NA,"ENSG00000143110","protein_coding","C1orf162","2","HGNC:28344","OTTHUMG00000011750.1"
"ENSG00000143119","HAVANA","gene",NA,NA,"ENSG00000143119","protein_coding","CD53","2","HGNC:1686","OTTHUMG00000048020.5"
"ENSG00000143125","HAVANA","gene",NA,NA,"ENSG00000143125","protein_coding","PROK1","2","HGNC:18454","OTTHUMG00000011569.3"
"ENSG00000143126","HAVANA","gene",NA,NA,"ENSG00000143126","protein_coding","CELSR2","2","HGNC:3231","OTTHUMG00000012003.2"
"ENSG00000143127","HAVANA","gene",NA,NA,"ENSG00000143127","protein_coding","ITGA10","2","HGNC:6135","OTTHUMG00000013751.4"
"ENSG00000143147","HAVANA","gene",NA,NA,"ENSG00000143147","protein_coding","GPR161","1","HGNC:23694","OTTHUMG00000034651.4"
"ENSG00000143149","HAVANA","gene",NA,NA,"ENSG00000143149","protein_coding","ALDH9A1","2","HGNC:412","OTTHUMG00000034677.2"
"ENSG00000143153","HAVANA","gene",NA,NA,"ENSG00000143153","protein_coding","ATP1B1","2","HGNC:804","OTTHUMG00000034590.4"
"ENSG00000143155","HAVANA","gene",NA,NA,"ENSG00000143155","protein_coding","TIPRL","2","HGNC:30231","OTTHUMG00000034646.3"
"ENSG00000143156","HAVANA","gene",NA,NA,"ENSG00000143156","protein_coding","NME7","2","HGNC:20461","OTTHUMG00000034586.5"
"ENSG00000143157","HAVANA","gene",NA,NA,"ENSG00000143157","protein_coding","POGK","2","HGNC:18800","OTTHUMG00000034325.2"
"ENSG00000143158","HAVANA","gene",NA,NA,"ENSG00000143158","protein_coding","MPC2","2","HGNC:24515","OTTHUMG00000034570.4"
